#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Total 2016
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,523900.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,3333100.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,75000.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43000,Fondo de suficiencia global,-66238120.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43002,Fondo de garantía servicios públicos fundamentales,1040102170.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43010,Fondos de Sufic global. Liquidaci ejer anteriores,-11724890.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43012,Fondo garantía de Ser Pbc Funda. Liq ejer anterior,4640700.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43014,Fondo de Cooperación. Liquidación ejer anteriores,163263180.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",434,De organismos autónomos estatales,43400,De organismos autónomos estatales,1500000.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses de cuentas bancarias,52000,Intereses de cuentas bancarias,12000.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,54,RENTA DE BIENES INMUEBLES,540,Alquileres y productos de inmuebles,54000,Alquileres y productos de inmuebles,38500.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,59,OTROS INGRESOS PATRIMONIALES,590,Otros ingresos patrimoniales,59000,Otros ingresos patrimoniales,1600000.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,60,DE TERRENOS,603,Venta de terrenos no urbanos,60300,Venta de terrenos no urbanos,45000.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,61,DE LAS DEMÁS INVERSIONES REALES,615,Venta de elementos de transporte,61500,Venta de elementos de transporte,18000.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,61,DE LAS DEMÁS INVERSIONES REALES,619,Venta de otras inversiones reales,61900,Venta de otras inversiones reales,8055000.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,790,Fondo Europeo de Desarrollo Regional. FEDER,79000,Fondo Europeo de Desarrollo Regional,39800000.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,76970.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,21930.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,86070.0
15,HACIENDA Y ADMINISTRACIONES PÚBLICAS,1502,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,15930.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,322,Tasas por dirección e inspección de obras,32200,Tasas por dirección e inspección de obras,900000.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,325,"Tasas en materia en oo.pp.,trans, urban y vivienda",32500,Tasas en materia de obras públicas y transporte,1733600.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,325,"Tasas en materia en oo.pp.,trans, urban y vivienda",32501,Tasas en materia de vivienda y urbanismo,120000.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,202600.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,60900.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,381,De presupuesto corriente,38100,De presupuesto corriente,29000.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,224500.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,43700.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,11250140.0
17,FOMENTO,1702,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,156700.0
17,FOMENTO,1702,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,4050000.0
17,FOMENTO,1702,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,46,DE CORPORACIONES LOCALES,460,De ayuntamientos,46000,De ayuntamientos,512090.0
17,FOMENTO,1702,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,51,INTERESES DE ANTICIPOS Y PRÉSTAMOS CONCEDIDOS,511,Intereses de anticipos y préstamos concedidos l/p,51100,Intereses de anticipos y préstamos concedidos l/p,3260.0
17,FOMENTO,1702,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses de cuentas bancarias,52000,Intereses de cuentas bancarias,3660.0
17,FOMENTO,1702,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,54,RENTA DE BIENES INMUEBLES,540,Alquileres y productos de inmuebles,54000,Alquileres y productos de inmuebles,4774120.0
17,FOMENTO,1702,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,54,RENTA DE BIENES INMUEBLES,549,Otras rentas,54900,Otras rentas,20000.0
17,FOMENTO,1702,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,60,DE TERRENOS,600,Venta de solares de naturaleza urbana,60000,Venta de solares de naturaleza urbana,667400.0
17,FOMENTO,1702,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,60,DE TERRENOS,601,Venta de suelo para construcción de VPO,60100,Venta de suelo para construcción de VPO,1500000.0
17,FOMENTO,1702,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,61,DE LAS DEMÁS INVERSIONES REALES,610,Venta de viviendas,61000,Venta de viviendas,3268880.0
17,FOMENTO,1702,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,61,DE LAS DEMÁS INVERSIONES REALES,611,Venta de garajes y locales,61100,Venta de garajes y locales,11890.0
17,FOMENTO,1702,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,68,REINTEGROS POR OPERACIONES DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias de capital,19000.0
17,FOMENTO,1702,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",730,Fondo de compensación interterritorial,73000,Fondo de compensación interterritorial,16924400.0
17,FOMENTO,1702,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73200,De diversos Ministerios,15796770.0
17,FOMENTO,1702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,23560.0
17,FOMENTO,1702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,38440.0
17,FOMENTO,1702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,1140.0
17,FOMENTO,1702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,36860.0
17,FOMENTO,1702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82104,A corporaciones locales y otros entes territorial,31130.0
17,FOMENTO,1702,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82106,A ayuntamientos. Polígonos industriales,18480.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",30,VENTA DE BIENES,300,Venta de publicaciones,30000,Venta de publicaciones,25000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,311,Derechos de matrícula en cursos y seminarios,31100,Derechos de matrícula en cursos y seminarios,25000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,313,"Entradas a museos, exposiciones y espectáculos",31300,"Entradas a museos, exposiciones y espectáculos",120000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,318,Otros precios públicos,31800,Otros precios públicos,4230000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,319,Otros ingresos por prestación de servicios,31900,Otros ingresos por prestación de servicios,5000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,322,Tasas por dirección e inspección de obras,32200,Tasas por dirección e inspección de obras,400000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,327,Tasas en materia de educación,32700,Tasas en materia de educación,1400000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,100000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,300000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,381,De presupuesto corriente,38100,De presupuesto corriente,310000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,1500.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,1500.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,3000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,233000.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,6146530.0
18,"EDUCACIÓN, CULTURA Y DEPORTE",1802,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,49,DEL EXTERIOR,494,Fondo Social Europeo. FSE,49400,Fondo Social Europeo,2307490.0
