#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Presupuesto 2011
05,CONSEJO ECONÓMICO Y SOCIAL,0501,CONSEJO ECONÓMICO Y SOCIAL,05010000,CONSEJO ECONÓMICO Y SOCIAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,I/82100,,,5710
05,CONSEJO ECONÓMICO Y SOCIAL,0501,CONSEJO ECONÓMICO Y SOCIAL,05010000,CONSEJO ECONÓMICO Y SOCIAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,I/82101,,,2870
06,DEUDA PÚBLICA,0601,DEUDA PÚBLICA,06010000,DEUDA PÚBLICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,I/39900,,,1520000
06,DEUDA PÚBLICA,0601,DEUDA PÚBLICA,06010000,DEUDA PÚBLICA,9,PASIVOS FINANCIEROS,90,EMISIÓN DE DEUDA PÚBLICA,901,Emisión de Deuda a largo plazo,90100,Emisión de Deuda a largo plazo,I/90100,,,525429820
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",30,VENTA DE BIENES,300,Venta de publicaciones,30000,Venta de publicaciones,I/30000,,,1000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",30,VENTA DE BIENES,309,Venta de otros bienes,30900,Venta de otros bienes,I/30900,,,1000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",31,PRESTACIÓN DE SERVICIOS Y PRECIOS PÚBLICOS,310,Tarifas de publicidad,31000,Tarifas de publicidad,I/31000,,,700000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,I/32900,0000000790,Derechos de examen,272500
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,I/38000,,,43330
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,381,De presupuesto corriente,38100,De presupuesto corriente,I/38100,,,23330
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,I/39002,,,200000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,399,Ingresos diversos,39900,Ingresos diversos,I/39900,,,85000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",434,De organismos autónomos estatales,43400,De organismos autónomos estatales,I/43400,0000000791,Formación contínua INAP. OO.AA.EE,981980
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses de cuentas bancarias,52000,Intereses de cuentas bancarias,I/52000,,,15000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,6,ENAJENACIÓN DE INVERSIONES REALES,68,REINTEGROS POR OPERACIONES DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias de capital,I/68000,,,8340
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,6,ENAJENACIÓN DE INVERSIONES REALES,68,REINTEGROS POR OPERACIONES DE CAPITAL,681,De presupuesto corriente,68100,De transferencias de capital,I/68100,,,4000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,I/82000,,,61000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,I/82001,,,41000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,I/82100,,,89000
11,PRESIDENCIA DE LA JUNTA,1104,SECRETARÍA GENERAL DE LA PRESIDENCIA,11040000,SECRETARÍA GENERAL DE LA PRESIDENCIA,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,I/82101,,,33000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,1,IMPUESTOS DIRECTOS,10,SOBRE LA RENTA,100,Impuesto sobre la Renta de las Personas Físicas,10000,Tramo autonómico Impuesto Renta Personas Físicas,I/10000,,,1218440000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,1,IMPUESTOS DIRECTOS,11,SOBRE EL CAPITAL,110,Impuesto sobre sucesiones y donaciones,11001,Impuesto sobre sucesiones,I/11001,,,75536150
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,1,IMPUESTOS DIRECTOS,11,SOBRE EL CAPITAL,110,Impuesto sobre sucesiones y donaciones,11002,Impuesto sobre donaciones,I/11002,,,13036000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,1,IMPUESTOS DIRECTOS,11,SOBRE EL CAPITAL,111,Impuesto sobre el patrimonio,11100,Impuesto sobre el patrimonio,I/11100,,,600820
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,20,TRANSMISIONES PATRIMONIALES Y ACTOS JURÍDICOS D.,200,Sobre transmisiones intervivos,20001,Transmisiones patrimoniales onerosas,I/20001,,,222960000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,20,TRANSMISIONES PATRIMONIALES Y ACTOS JURÍDICOS D.,200,Sobre transmisiones intervivos,20002,Operaciones societarias,I/20002,,,6192000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,20,TRANSMISIONES PATRIMONIALES Y ACTOS JURÍDICOS D.,201,Sobre actos jurídicos documentados,20100,Sobre actos jurídicos documentados,I/20100,,,275895000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,22,SOBRE CONSUMOS ESPECÍFICOS,220,Impuestos especiales,22000,Sobre determinados medios de transporte,I/22000,,,70700000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,22,SOBRE CONSUMOS ESPECÍFICOS,220,Impuestos especiales,22001,Impuesto especial sobre la cerveza,I/22001,,,6510000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,22,SOBRE CONSUMOS ESPECÍFICOS,220,Impuestos especiales,22003,Impuesto especial sobre productos intermedios,I/22003,,,360000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,22,SOBRE CONSUMOS ESPECÍFICOS,220,Impuestos especiales,22004,Imp. especial sobre el alcohol y bebidas derivadas,I/22004,,,16010000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,22,SOBRE CONSUMOS ESPECÍFICOS,220,Impuestos especiales,22005,Impuesto especial sobre hidrocarburos,I/22005,,,374630000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,22,SOBRE CONSUMOS ESPECÍFICOS,220,Impuestos especiales,22006,Impuesto especial sobre las labores del tabaco,I/22006,,,225940000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,22,SOBRE CONSUMOS ESPECÍFICOS,220,Impuestos especiales,22007,Impuesto especial sobre la electricidad,I/22007,,,68400000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,23,SOBRE EL VALOR AÑADIDO,230,Impuesto sobre el valor añadido,23000,Impuesto sobre el valor añadido,I/23000,,,980250000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,24,IMPUESTOS MEDIOAMBIENTALES,240,Impuestos sobre actividades que inciden en el M.A,24000,Impuestos sobre actividades que inciden en el M.A,I/24000,,,19950000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,28,OTROS IMPUESTOS INDIRECTOS,280,Sobre venta minoristas determinados hidrocarburos,28000,S/ventas minoristas determ.hidrocarburos.T/estatal,I/28000,,,80910230
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,2,IMPUESTOS INDIRECTOS,28,OTROS IMPUESTOS INDIRECTOS,280,Sobre venta minoristas determinados hidrocarburos,28001,S/ventas minoristas determ.hidrocarburos.T/autonom,I/28001,,,80910230
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",30,VENTA DE BIENES,302,Venta de impresos de autoliquidación,30200,Venta de impresos de autoliquidación,I/30200,,,62500
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",30,VENTA DE BIENES,303,Venta de cartones del bingo,30300,Venta de cartones del bingo,I/30300,,,150000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,320,Tasas sobre el juego,32000,Tasa estatal sobre el juego: bingo,I/32000,,,9540000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,320,Tasas sobre el juego,32001,Tasa estatal sobre el juego: máquinas recreativas,I/32001,,,41788000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,321,"Tasa estatal rifas, tómbolas y combinac aleatorias",32100,"Tasa estatal rifas, tómbolas y combinac aleatorias",I/32100,,,5000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,324,"Tasas en materia de industria, energía y comercio",32401,Tasas en materia de comercio,I/32401,,,27000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,I/38000,,,99000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,I/39000,,,1600000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,I/39001,,,380000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39002,Multas y sanciones,I/39002,,,749000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43000,Fondo de suficiencia global,I/43000,,,908962720
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43002,Fondo de garantía servicios públicos fundamentales,I/43002,,,971830000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43003,Fondo de competitividad,I/43003,,,300000000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",430,Fondo de suficiencia,43004,Fondo de cooperación,I/43004,,,88000000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,4,TRANSFERENCIAS CORRIENTES,43,"DE LA A.E. OO.AA., EE.PP. Y OTROS ENTES PÚBLICOS",432,De diversos Ministerios,43200,De diversos Ministerios,I/43200,0000000882,INNOEMPRESA,1349760
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,52,INTERESES DE DEPÓSITOS,520,Intereses de cuentas bancarias,52000,Intereses de cuentas bancarias,I/52000,,,4255000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,54,RENTA DE BIENES INMUEBLES,540,Alquileres y productos de inmuebles,54000,Alquileres y productos de inmuebles,I/54000,,,36000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,5,INGRESOS PATRIMONIALES,59,OTROS INGRESOS PATRIMONIALES,590,Otros ingresos patrimoniales,59000,Otros ingresos patrimoniales,I/59000,,,18000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,6,ENAJENACIÓN DE INVERSIONES REALES,68,REINTEGROS POR OPERACIONES DE CAPITAL,680,De ejercicios cerrados,68000,De transferencias de capital,I/68000,,,254000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73200,De diversos Ministerios,I/73200,0000000882,INNOEMPRESA,83130
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,73,"DE LA A.E., OO.AA., EE.PP. Y OTROS EE.PP. ESTATALE",732,De diversos Ministerios,73200,De diversos Ministerios,I/73200,0000000890,Plan Modernización comercio interior,225630
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,7,TRANSFERENCIAS DE CAPITAL,79,DEL EXTERIOR,790,Fondo Europeo de Desarrollo Regional. FEDER,79000,Fondo Europeo de Desarrollo Regional,I/79000,,,167920000
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82000,A personal funcionario y no laboral,I/82000,,,105940
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,820,A corto plazo,82001,A personal laboral,I/82001,,,2150
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82100,A personal funcionario y no laboral,I/82100,,,111110
15,VICEPRESIDENCIA Y ECONOMÍA Y HACIENDA,1502,SECRETARÍA GENERAL,15020000,SECRETARÍA GENERAL,8,ACTIVOS FINANCIEROS,82,REINTEGRO DE PRÉSTAMOS CONCEDIDOS,821,A largo plazo,82101,A personal laboral,I/82101,,,2390
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,322,Tasas por dirección e inspección de obras,32200,Tasas por dirección e inspección de obras,I/32200,,,4000000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,324,"Tasas en materia de industria, energía y comercio",32400,Tasas en materia de industria y energía,I/32400,,,5200000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,325,"Tasas en materia en oo.pp.,trans, urban y vivienda",32500,Tasas en materia de obras públicas y transporte,I/32500,,,700000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,325,"Tasas en materia en oo.pp.,trans, urban y vivienda",32500,Tasas en materia de obras públicas y transporte,I/32500,0000001700,Tarjetas tacógrafo digital,150000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,325,"Tasas en materia en oo.pp.,trans, urban y vivienda",32501,Tasas en materia de vivienda y urbanismo,I/32501,,,500000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",32,TASAS,329,Otras tasas,32900,Otras tasas,I/32900,,,50000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,380,De ejercicios cerrados,38000,De ejercicios cerrados,I/38000,,,20000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",38,REINTEGROS DE OPERACIONES CORRIENTES,381,De presupuesto corriente,38100,De presupuesto corriente,I/38100,,,40000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39000,Recargo de apremio,I/39000,,,201000
17,ORDENACIÓN DEL TERRITORIO Y VIVIENDA,1702,SECRETARÍA GENERAL TÉCNICA,17020000,SECRETARÍA GENERAL TÉCNICA,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",39,OTROS INGRESOS,390,Recargos y multas,39001,Intereses de demora,I/39001,,,40500
