#Sección,Denominación Sección,Dirección General,Denominación Dirección General,Grupo de Función,Denominación Grupo de Función,Denominación Función,Función,Programa,Denominación Programa,Capítulo,Denominación Capítulo,Artículo,Denominación Artículo,Concepto,Denominación Concepto,Subconcepto,Denominación Subconcepto,Obligado
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13003,Sueldos del grupo IV,173277.83
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13004,Sueldos del grupo V,63158.48
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),130,Retrib bás person laboral,13008,Antigüedad,43492.3
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13101,Complementos específicos,42386.41
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),131,Retrib compl pers laboral,13102,Otros complementos,1225.58
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),132,Retrib bás laboral event,13200,Retribuciones básicas,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),132,Retrib bás laboral event,13208,Antigüedad,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,13,LABORALES (EXC INST SANI),132,Retrib bás laboral event,13210,Retribuciones complementa,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16000,Seguridad Social,290611.97
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,1,GASTOS DE PERSONAL,16,"CUOT, PREST Y GTOS SOCIAL",160,Cuotas sociales,16001,Otras,26942.1
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,20,ARRENDAMIENTOS Y CÁNONES,203,"Maquin, instal y utillaje",20300,"Maquin, instal y utillaje",672.6
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,20,ARRENDAMIENTOS Y CÁNONES,204,Elementos de transporte,20400,Elementos de transporte,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,21,"REPARACIÓN, MANTENIMIENTO",212,Edif y otras construccion,21200,Edif y otras construccion,28732.55
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,21,"REPARACIÓN, MANTENIMIENTO",213,"Maquin, instal y utillaje",21300,"Maquin, instal y utillaje",1652.5
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,21,"REPARACIÓN, MANTENIMIENTO",214,Elementos de transporte,21400,Elementos de transporte,3128
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,21,"REPARACIÓN, MANTENIMIENTO",215,Mobiliario y enseres,21500,Mobiliario y enseres,957.63
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,21,"REPARACIÓN, MANTENIMIENTO",216,Equip procesos informac,21600,Equip procesos informac,343.32
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22000,Ordinario no inventariabl,7991.98
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22001,"Prensa, revistas, libros",1656.3
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",220,Material de oficina,22002,Material informát no inv,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22100,Energía eléctrica,94463.69
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22101,Agua,5423.86
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22102,Gas,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22103,Combustible,36173.89
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22105,Productos alimenticios,1093.34
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22109,Otros suministros,7531.34
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22110,Productos farmacéuticos,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22141,Vestuario,8183
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",221,Suministros,22161,Material de laboratorio,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",222,Comunicaciones,22200,Telefónicas,16637.09
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",222,Comunicaciones,22201,Postales,1578.1
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",223,Transportes,22300,Transportes,8538.77
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",224,Primas de seguros,22401,Vehículos,435.16
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",225,Tributos,22500,Locales,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22602,Divulgación y campañas,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22603,Jurídico-contenciosos,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22606,"Reuniones, confer y curs",5690.93
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",226,Gastos diversos,22609,Otros,594.45
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22700,Limpieza y aseo,54241.78
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22701,Seguridad,108332.15
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22706,Estudios y trabajos técn,5527.4
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,22,"MATERIALES, SUMINISTROS",227,Trab real ot empres y pro,22709,Otros,4817.94
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23000,A personal funcionario,6102.62
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,2,G BIENES CORRIEN Y SER,23,INDEMNICACIONES SERVICIO,230,Dietas y locomoción,23001,A personal laboral,556.93
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,4,TRANSFERENC CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48000,A familias e instit sfl,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,602,Edif y otras construccion,60200,Edif y otras construccion,26121.84
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,603,"Maquin, instal y utillaje",60300,Maquinaria,176669.45
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,603,"Maquin, instal y utillaje",60301,Instalaciones técnicas,40641.86
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,603,"Maquin, instal y utillaje",60302,Utillaje,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,605,Mobiliario y enseres,60500,Mobiliario y enseres,9807.41
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,6,INVERSIONES REALES,60,PROYECTOS INVERSIÓN NUEVA,608,Otro inmovilizad material,60800,Otro inmovilizad material,32760.94
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,6,INVERSIONES REALES,61,P. INVERSIÓN REPOSICIÓN,613,"Maquin, instal y utillaje",61300,Maquinaria,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,820,A corto plazo,82000,A personal funcionario,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,820,A corto plazo,82001,A personal laboral,
50,INSTITUTO DE LA VID Y EL VINO,5001,INSTITUTO DE LA VID Y EL VINO DE C-LM,7,REG ECON SECTORES PRODUCT,71,AGRICULT. GANADERÍA Y PES,719A,PROD COM E IND SEC VITIV,8,ACTIVOS FINANCIEROS,82,CONCESIÓN DE PRÉSTAMOS,821,A largo plazo,82100,A personal funcionario,1000
2,CORTES DE CASTILLA-LA MANCHA,201,CORTES DE CASTILLA-LA MANCHA,1,SERV. DE CARACTER GENERAL,11,ALTA DIRECCIÓN DE LA C.A.,111A,ACTIVIDAD LEGISLATIVA,4,TRANSFERENC CORRIENTES,48,A FAMILIAS E INST. SFL,480,A familias e instit sfl,48000,A familias e instit sfl,9931000
2,CORTES DE CASTILLA-LA MANCHA,201,CORTES DE CASTILLA-LA MANCHA,1,SERV. DE CARACTER GENERAL,11,ALTA DIRECCIÓN DE LA C.A.,111A,ACTIVIDAD LEGISLATIVA,7,TRANSFERENC DE CAPITAL,78,A FAMILIAS E INSTIT. SFL,780,A familias e instit sfl,78000,A familias e instit sfl,50000
