#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,Función,Des. Función,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto fondos totales 2017
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13004,Sueldos del grupo V,G/112B/13004,,,,,31720
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),130,Retribuciones básicas del personal laboral,13008,Antigüedad,G/112B/13008,,,,,9130
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,13,LABORALES (EXCEPTO DE INSTITUCIONES SANITARIAS),131,Retribuciones complementarias del personal laboral,13101,Complementos específicos,G/112B/13101,,,,,7310
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,16,"CUOTAS, PRESTAC Y GASTOS SOC A CARGO DEL EMPLEADOR",160,Cuotas sociales,16000,Seguridad Social,G/112B/16000,,,,,201840
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,202,Edificios y otras construcciones,20200,Edificios y otras construcciones,G/112B/20200,,,,,100
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,205,Mobiliario y enseres,20500,Mobiliario y enseres,G/112B/20500,,,,,3570
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,206,Equipos para procesos de información,20600,Equipos para procesos de información,G/112B/20600,,,,,80
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CÁNONES,208,Otro inmovilizado material,20800,Otro inmovilizado material,G/112B/20800,,,,,40
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",212,Edificios y otras construcciones,21200,Edificios y otras construcciones,G/112B/21200,,,,,10000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",213,"Maquinaria, instalaciones y utillaje",21300,"Maquinaria, instalaciones y utillaje",G/112B/21300,,,,,3000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",214,Elementos de transporte,21400,Elementos de transporte,G/112B/21400,,,,,7000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",215,Mobiliario y enseres,21500,Mobiliario y enseres,G/112B/21500,,,,,5500
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",216,Equipos para procesos de información,21600,Equipos para procesos de información,G/112B/21600,,,,,1000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN",218,Otro inmovilizado material,21800,Otro inmovilizado material,G/112B/21800,,,,,100
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",220,Material de oficina,22000,Ordinario no inventariable,G/112B/22000,,,,,6000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",220,Material de oficina,22001,"Prensa, revistas, libros y otras publicaciones",G/112B/22001,,,,,11000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",220,Material de oficina,22002,Material informático no inventariable,G/112B/22002,,,,,1500
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",221,Suministros,22100,Energía eléctrica,G/112B/22100,,,,,30000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",221,Suministros,22101,Agua,G/112B/22101,,,,,4600
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",221,Suministros,22103,Combustible,G/112B/22103,,,,,9600
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",221,Suministros,22109,Otros suministros,G/112B/22109,,,,,6900
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",221,Suministros,22110,Productos farmacéuticos,G/112B/22110,,,,,200
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",222,Comunicaciones,22200,Telefónicas,G/112B/22200,,,,,1800
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",222,Comunicaciones,22201,Postales,G/112B/22201,,,,,500
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",222,Comunicaciones,22202,Telegráficas,G/112B/22202,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",222,Comunicaciones,22203,Télex y telefax,G/112B/22203,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",222,Comunicaciones,22204,Informáticas,G/112B/22204,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",223,Transportes,22300,Transportes,G/112B/22300,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",224,Primas de seguros,22408,Otro inmovilizado,G/112B/22408,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",224,Primas de seguros,22409,Otros riesgos,G/112B/22409,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",225,Tributos,22500,Locales,G/112B/22500,,,,,500
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22601,Atenciones protocolarias y representativas,G/112B/22601,,,,,1000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,G/112B/22602,,,,,100
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22606,"Reuniones, conferencias y cursos",G/112B/22606,,,,,2000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22608,Gastos de edición y distribución,G/112B/22608,,,,,1000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22609,Otros,G/112B/22609,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22616,"Reuniones, conferencias y cursos con facturación",G/112B/22616,,,,,2000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22700,Limpieza y aseo,G/112B/22700,,,,,23000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22701,Seguridad,G/112B/22701,,,,,41210
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22703,Postales,G/112B/22703,,,,,450
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22706,Estudios y trabajos técnicos,G/112B/22706,,,,,1000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22709,Otros,G/112B/22709,,,,,600
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22782,Servicios de carácter informático,G/112B/22782,,,,,3050
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACIONES POR RAZÓN DEL SERVICIO,230,Dietas y locomoción,23000,A personal funcionario y no laboral,G/112B/23000,,,,,3000
