#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,Función,Des. Función,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto 2020
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",222,Comunicaciones,22204,Informáticas,G/112B/22204,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",223,Transportes,22300,Transportes,G/112B/22300,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",224,Primas de seguros,22408,Otro inmovilizado,G/112B/22408,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",224,Primas de seguros,22409,Otros riesgos,G/112B/22409,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",225,Tributos,22500,Locales,G/112B/22500,,,,,500
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22601,Atenciones protocolarias y representativas,G/112B/22601,,,,,2000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22602,Divulgación y campañas institucionales,G/112B/22602,,,,,100
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22606,"Reuniones, conferencias y cursos",G/112B/22606,,,,,14100
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22608,Gastos de edición y distribución,G/112B/22608,,,,,1000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",226,Gastos diversos,22609,Otros,G/112B/22609,,,,,30
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22700,Limpieza y aseo,G/112B/22700,,,,,26000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22701,Seguridad,G/112B/22701,,,,,41210
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,11,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALES, SUMINISTROS Y OTROS",227,Trabajos realizados por otras empresas y profesion,22703,Postales,G/112B/22703,,,,,450
